,"SegmentID","OldID","Longitude","Latitude","District","Upazila","RefLevel","ParaHeight","StartYear","EndYear"
289,"MY050","MY050",90.32,25.04,"Mymensingh","Haluaghat",15.05,0.36,1975,2018
290,"MY049","MY049",90.46,24.97,"Mymensingh","Phulpur",10.65,0.96,1975,2018
291,"DI063","DI063",88.71,25.75,"Dinajpur","Dinajpur Sadar",32.81,0.31,1976,2018
292,"MY069","MY069",91,24.12,"Kishoreganj","Bhairab",9.11,0.46,1976,2019
293,"KT017","KT017",88.94,24.12,"Kushtia","Bheramara",16.03,0.46,1976,2018
294,"KT016","KT016",88.86,23.95,"Kushtia","Daulatpur",17.42,0.46,1976,2018
295,"MY067","MY067",90.3,24.95,"Mymensingh","Phulpur",14.2,0.46,1976,2019
296,"SY092","SY092",91.45,24.8,"Sunamganj","Derai",6.14,0.46,1976,2018
297,"KT021","KT021",88.99,23.96,"Kushtia","Mirpur",12.23,0.46,1976,2018
298,"JA014","JA014",89.76,25.1,"Jamalpur","Islampur",24,0.61,1976,2019
299,"MY072","MY072",90.7,24.36,"Kishoreganj","Pakundia",9.55,0.46,1976,2018
300,"CM028","CM028",90.78,23.2,"Chandpur","Faridganj",3.25,0.3,1976,2019
301,"TA015","TA015",90.05,24.5,"Tangail","Ghatail",18,0.46,1976,2018
302,"MY070","MY070",90.71,24.29,"Kishoreganj","Pakundia",8.48,0.3,1976,2019
303,"CM034","CM034",90.94,23.66,"Comilla","Muradnagar",6.15,0.31,1976,2019
304,"FA032","FA032",89.86,23.19,"Gopalganj","Kashiani",6.36,0.46,1976,2019
305,"JE028","JE028",88.98,23.45,"Jhenaidah","Kotchandpur",17.05,0.65,1976,2018
306,"JE024","JE024",89.59,23.26,"Narail","Lohagara",5.73,0.38,1976,2018
307,"MY060","MY060",90.3,24.36,"Mymensingh","Bhaluka",10.96,0.49,1976,2019
308,"CM001","CM001",91.13,23.79,"Brahamanbaria","Kasba",6.86,0.38,1973,2015
309,"FA033","FA033",90.14,23.47,"Madaripur","Shibchar",6.85,0.49,1976,2019
310,"KT026","KT026",88.77,23.87,"Meherpur","Gangni",16.46,0.46,1976,2018
311,"FA035","FA035",90.25,23.26,"Shariatpur","Palong",7.21,0.46,1976,2018
312,"MY088","MY088",90.85,24.4,"Kishoreganj","Kishoreganj Sadar",9.45,0.41,1976,2019
313,"CM026","CM026",91.02,23.6,"Comilla","Debidwar",7.75,0.51,1976,2018
314,"MY077","MY077",90.98,24.46,"Kishoreganj","Karimganj",9.09,0.46,1976,2018
315,"DH085","DH085",90.41,23.46,"Munshiganj","Lohajang",5.75,0.51,1976,2018
316,"JE029","JE029",89.47,23.54,"Magura","Sreepur",9.33,0.46,1976,2018
317,"JE026","JE026",89.22,23.21,"Jessore","Kotwali",6.67,0.46,1976,2018
318,"NA013","NA013",91.27,22.77,"Noakhali","Companiganj",6.89,0.31,1976,2018
319,"CM038","CM038",91.1,23.24,"Comilla","Laksam",9.13,0.61,1976,2018
320,"CT014","CT014",92.1,22.11,"Chittagong","Satkania",6.67,0.46,1974,2017
321,"DH072","DH072",90.9,24.01,"Narsingdi","Roypura",10.23,0.46,1975,2018
322,"MY034_1","MY034",90.92,24.58,"Kishoreganj","Tarail",9.22,0.46,1976,2019
323,"MY084","MY084",90.36,24.36,"Mymensingh","Bhaluka",14.46,0.33,1976,2018
324,"JA013","JA013",89.86,25.24,"Jamalpur","Bakshiganj",21,0.46,1976,2018
325,"MY004_1","MY004",90.59,24.95,"Netrakona","Purbadhala",11.95,0.46,1966,2008
326,"DI065","DI065",89.07,25.42,"Dinajpur","Nawabganj",28.28,0.49,1977,2018
327,"JE036","JE036",89.26,23.02,"Jessore","Manirampur",6.66,0.46,1977,2018
328,"FA039","FA039",89.51,23.72,"Rajbari","Pangsha",10.16,0.46,1977,2018
329,"CM045","CM045",91.1,23.51,"Comilla","Burichang",7.47,0.46,1977,2018
330,"FA040","FA040",89.75,23.74,"Rajbari","Goalandaghat",9.88,0.46,1977,2018
331,"JE037","JE037",89.37,23.01,"Jessore","Abhaynagar",6.13,0.46,1977,2018
332,"PA034","PA034",89.39,23.98,"Pabna","Pabna Sadar",13.82,0.45,1976,2018
333,"JE034","JE034",89.48,23.5,"Magura","Magura Sadar",8.46,0.46,1977,2018
334,"FA036","FA036",90.2,23.07,"Madaripur","Kalkini",4.27,0.75,1976,2018
335,"PA037","PA037",89.54,23.83,"Pabna","Sujanagar",11.92,0.39,1976,2018
336,"FA037","FA037",90.43,23.06,"Shariatpur","Gosairhat",4.97,0.46,1976,2018
337,"PA036","PA036",89.52,23.93,"Pabna","Sujanagar",11.61,0.41,1976,2018
338,"FA038","FA038",89.94,23.51,"Faridpur","Sadarpur",5.66,0.58,1977,2019
339,"DI070","DI070",88.41,26.59,"Panchagarh","Tentulia",101.89,0.41,1977,2018
340,"TA014","TA014",89.8,24.46,"Tangail","Bhuapur",14.47,0.3,1977,2019
341,"BA010","BA010",90.28,22.83,"Barisal","Babuganj",4.11,0.61,1975,2017
342,"DI069","DI069",88.16,25.84,"Thakurgaon","Haripur",26.64,0.45,1977,2018
343,"KT045","KT045",88.71,23.61,"Chuadanga","Damurhuda",12.84,0.45,1977,2018
344,"JE033","JE033",88.75,23.27,"Jhenaidah","Maheshpur",8.1,0.46,1977,2018
345,"KT047","KT047",88.85,23.44,"Chuadanga","Jibannagar",11.24,0.38,1977,2018
346,"TA022","TA022",90.17,24.14,"Tangail","Mirzapur",18,0.45,1977,2019
347,"DI066","DI066",88.9,25.59,"Dinajpur","Parbatipur",35,0.38,1977,2018
348,"CM048","CM048",90.73,23.63,"Comilla","Homna",6.91,0.46,1977,2018
349,"PT004","PT004",90.06,22.25,"Barguna","Bamna",2.79,0.57,1977,2019
350,"FA034","FA034",90.28,23.29,"Shariatpur","Zanjira",8.61,0.3,1976,2018
351,"RJ106","RJ106",88.13,24.61,"Nawabganj","Shibganj",23.25,0.46,1977,2018
352,"RJ104","RJ104",88.46,24.43,"Rajshahi","Godagari",20.74,0.3,1977,2018
353,"RJ107","RJ107",88.12,24.7,"Nawabganj","Shibganj",21.8,0.61,1977,2018
354,"DI067","DI067",88.93,25.48,"Dinajpur","Fulbari",31.21,0.45,1977,2018
355,"DH077","DH077",90.58,24,"Gazipur","Kaliganj",9.91,0.25,1977,2019
356,"MY044","MY044",90.75,24.59,"Mymensingh","Nandail",10.84,0.36,1977,2019
357,"MY063","MY063",91.11,24.34,"Kishoreganj","Austagram",8.62,0.46,1977,2018
358,"NA019","NA019",91.19,22.76,"Noakhali","Noakhali Sadar (Sudharam)",5.96,0.61,1977,2019
359,"RA-27_1","RA-27",89.28,25.79,"Rangpur","Rangpur Sadar",32.7,0.32,1976,2017
360,"RJ101","RJ101",88.99,24.25,"Natore","Lalpur",16.5,0.42,1977,2018
361,"MY076","MY076",90.86,24.24,"Kishoreganj","Bajitpur",8.21,0.46,1976,2018
362,"DI073","DI073",88.68,25.89,"Dinajpur","Birganj",47.18,0.27,1977,2018
363,"DH083","DH083",90.6,23.73,"Narayanganj","Sonargaon",5.95,0.35,1977,2018
364,"NA016","NA016",91.18,22.82,"Noakhali","Noakhali Sadar (Sudharam)",6.58,0.46,1977,2018
365,"DH081","DH081",90.72,23.69,"Narayanganj","Araihazar",6.84,0.74,1977,2018
366,"DH092","DH092",90.19,23.97,"Dhaka","Dhamrai",9.89,0.94,1977,2018
367,"TA019","TA019",90.08,24.58,"Tangail","Madhupur",25.75,0.46,1977,2018
368,"DH089","DH089",90.14,23.77,"Manikganj","Singair",8.83,0.61,1976,2018
369,"MY061","MY061",90.46,24.54,"Mymensingh","Trishal",11.74,0.46,1977,2019
370,"TA016","TA016",89.87,24.36,"Tangail","Kalihati",13.7,0.7,1977,2018
371,"PA038","PA038",89.45,23.87,"Pabna","Sujanagar",12.47,0.39,1977,2018
372,"RJ113","RJ113",88.39,24.48,"Rajshahi","Godagari",19.84,0.35,1977,2018
373,"PA041","PA041",89.69,23.88,"Pabna","Bera",10.35,0.46,1977,2018
374,"RA-53","RA-53",89.35,25.27,"Gaibandha","Palashbari",30.66,0.91,1977,2018
375,"JE031","JE031",89.27,23.73,"Jhenaidah","Shailkupa",12.31,0.59,1976,2017
376,"RA-54","RA-54",88.87,26.09,"Nilphamari","Domar",57.17,0.73,1977,2018
377,"CM049","CM049",91.13,23.46,"Comilla","Comilla Sadar (Kotwali)",10.47,0.46,1977,2018
378,"DI074","DI074",88.5,26.01,"Thakurgaon","Thakurgaon Sadar",62.99,0.61,1977,2018
379,"PA043","PA043",89.35,24.01,"Pabna","Pabna Sadar",13.38,0.45,1977,2018
380,"DH107","DH107",90.93,24,"Narsingdi","Roypura",10.19,0.93,1977,2019
381,"KT035","KT035",89.1,23.83,"Kushtia","Kushtiasadar",11.7,0.46,1976,2017
382,"JE039","JE039",89.32,23.65,"Jhenaidah","Shailkupa",9.27,0.48,1977,2018
383,"DH096","DH096",89.81,23.78,"Manikganj","Shibalaya",10.36,0.61,1977,2019
384,"RA-56","RA-56",89.41,25.3,"Gaibandha","Palashbari",27.76,0.81,1977,2018
385,"DH013","DH013",90.42,23.7,"Dhaka","Sutrapur",5.98,0.46,1969,2010
386,"RA-52","RA-52",89.35,25.45,"Rangpur","Pirganj",26.19,0.38,1977,2018
387,"DH078","DH078",90.48,23.96,"Gazipur","Gazipur Sadar",13.83,0.46,1975,2016
388,"CM006","CM006",91.23,23.46,"Comilla","Comilla Sadar (Kotwali)",8.68,0.46,1977,2019
389,"JA002","JA002",90.07,25,"Sherpur","Sherpur Sadar",19.13,0.75,1970,2011
390,"TA018","TA018",90.08,24.72,"Tangail","Madhupur",22,0.46,1977,2018
391,"TA026","TA026",90.09,24.21,"Tangail","Basail",11.34,0.56,1978,2019
392,"TA021","TA021",90.23,24.3,"Tangail","Sakhipur",24.81,0.46,1977,2018
393,"CT032","CT032",91.69,22.7,"Chittagong","Fatikchhari",8.97,0.84,1978,2019
394,"CM052","CM052",90.77,23.58,"Comilla","Daudkandi",5.29,0.61,1977,2018
395,"DH099","DH099",90.1,23.6,"Dhaka","Dohar",7.27,0.6,1978,2018
396,"JE032","JE032",89.44,23.18,"Narail","Narail Sadar",3.79,0.46,1977,2017
397,"DH095","DH095",90.14,23.58,"Dhaka","Dohar",5.97,0.61,1977,2018
398,"TA017","TA017",90.01,24.7,"Tangail","Madhupur",25,0.46,1977,2017
399,"DI081","DI081",88.27,26.07,"Thakurgaon","Baliadangi",52.91,0.3,1978,2018
400,"KT040","KT040",88.95,24.11,"Kushtia","Bheramara",16.52,0.31,1978,2018
401,"KT037","KT037",88.59,23.65,"Meherpur","Meherpur Sadar",13.87,0.38,1978,2018
402,"DI082","DI082",88.46,26.02,"Thakurgaon","Thakurgaon Sadar",52.78,0.41,1978,2018
403,"TA023","TA023",89.84,24.03,"Tangail","Nagarpur",10.57,0.2,1978,2018
404,"KT039","KT039",88.95,24.12,"Kushtia","Bheramara",16.39,0.41,1978,2018
405,"DI079","DI079",88.61,25.95,"Dinajpur","Birganj",43.05,0.25,1978,2018
406,"RA-51","RA-51",89.26,25.59,"Rangpur","Mithapukur",31.55,0.4,1977,2017
407,"DI071","DI071",88.39,26.54,"Panchagarh","Tentulia",94.67,0.52,1977,2017
408,"DI077","DI077",88.91,25.69,"Dinajpur","Parbatipur",36.74,0.36,1977,2018
409,"DH105","DH105",90.94,23.92,"Narsingdi","Roypura",9,0.46,1977,2018
410,"BO018","BO018",89.43,24.96,"Bogra","Gabtali",17.6,0.79,1977,2018
411,"PA049","PA049",89.65,23.96,"Pabna","Bera",11.92,0.46,1978,2018
412,"RJ120","RJ120",88.27,24.51,"Nawabganj","Nawabganj Sadar",22.43,0.48,1978,2018
413,"PA045","PA045",89.5,24.47,"Sirajganj","Royganj",11.47,0.45,1978,2018
414,"PA047","PA047",89.65,24.02,"Pabna","Bera",10.44,0.6,1978,2018
415,"MY071","MY071",90.95,24.16,"Kishoreganj","Kuliarchar",4.25,0.41,1976,2017
416,"JE047","JE047",89.62,23.21,"Narail","Lohagara",8.1,0.59,1978,2018
417,"PA048","PA048",89.7,24.03,"Pabna","Bera",10.32,0.45,1978,2018
418,"TA025","TA025",89.93,24.59,"Tangail","Gopalpur",13.6,0.45,1978,2018
419,"PA046","PA046",89.66,24.49,"Sirajganj","Sirajganj Sadar",14.78,0.45,1978,2018
420,"RJ123","RJ123",88.46,24.54,"Rajshahi","Godagari",22.03,0.25,1978,2018
421,"KH016","KH016",89.12,22.35,"Satkhira","Shyamnagar",2.86,0.38,1978,2018
422,"JE045","JE045",89.64,23.16,"Narail","Lohagara",8.62,0.46,1978,2018
423,"RJ124","RJ124",88.32,24.47,"Rajshahi","Godagari",22.07,0.45,1978,2018
424,"RJ125","RJ125",88.41,24.53,"Rajshahi","Godagari",21.66,0.45,1978,2018
425,"RJ128","RJ128",88.51,24.77,"Naogaon","Niamatpur",34.03,0.56,1978,2018
426,"CM058","CM058",91.03,23.3,"Comilla","Barura",7.74,0.61,1978,2018
427,"BA018","BA018",90.07,22.62,"Pirojpur","Kawkhali",2,0.58,1978,2018
428,"PA007_0","PA007",89.09,24.14,"Pabna","Ishwardi",14.45,0.45,1967,2007
429,"KH015","KH015",89,22.59,"Satkhira","Debhata",4.5,0.46,1978,2018
430,"JE041","JE041",89.55,23.44,"Magura","Mohammadpur",8.23,0.46,1977,2017
431,"DH094","DH094",90.31,24.16,"Gazipur","Kaliakair",22.32,0.3,1977,2017
432,"SY073","SY073",91.46,25.02,"Sunamganj","Sunamganjsadar",9.69,0.46,1975,2015
433,"RJ032_1","RJ032",88.98,24.47,"Natore","Natore Sadar",14.89,0.32,1965,2005
434,"RJ075_1","RJ075",88.27,24.85,"Nawabganj","Gomastapur",23.26,0.45,1978,2018
435,"RA-77","RA-77",89.43,25.41,"Gaibandha","Sadullapur",26.12,0.3,1978,2018
436,"BO017","BO017",89.39,24.93,"Bogra","Bogra Sadar",18.96,0.25,1977,2018
437,"RA-76","RA-76",89.46,25.47,"Gaibandha","Sadullapur",27.44,0.45,1978,2018
438,"DI083","DI083",88.5,26.47,"Panchagarh","Tentulia",90.93,0.3,1978,2018
439,"KT018","KT018",88.87,24.1,"Kushtia","Daulatpur",9,0.6,1976,2016
440,"RA-60","RA-60",89.01,26,"Nilphamari","Jaldhaka",48.7,0.46,1978,2018
441,"FS09","FS09",89.78,23.71,"Rajbari","Goalandaghat",5.8,0.46,1979,2019
442,"FA049","FA049",89.78,23.15,"Gopalganj","Kashiani",6.58,0.71,1979,2019
443,"FS04","FS04",89.51,23.64,"Rajbari","Baliakandi",4.34,0.36,1979,2019
444,"FS10","FS10",89.76,23.54,"Faridpur","Faridpur Sadar",14,0.53,1979,2019
445,"RA-64","RA-64",89.59,25.68,"Kurigram","Ulipur",26.69,0.3,1978,2018
446,"FA047","FA047",89.68,23.44,"Faridpur","Boalmari",8.43,0.43,1979,2019
447,"FS07","FS07",89.64,23.39,"Faridpur","Boalmari",8.17,0.62,1979,2019
448,"FA050","FA050",89.95,23.06,"Gopalganj","Gopalganj Sadar",6.51,0.76,1979,2019
449,"FA044","FA044",89.88,23.48,"Faridpur","Nagarkanda",5.32,0.51,1979,2019
450,"FS12","FS12",90.35,23.22,"Shariatpur","Palong",11,0.46,1979,2019
451,"TA024","TA024",89.89,24.04,"Tangail","Nagarpur",10.2,0.61,1978,2018
452,"JA019","JA019",90.1,24.88,"Jamalpur","Jamalpur Sadar",18.1,0.45,1979,2019
453,"JA016","JA016",89.78,24.92,"Jamalpur","Madarganj",20,0.46,1979,2019
454,"JA023","JA023",89.97,24.76,"Jamalpur","Jamalpur Sadar",17.57,0.46,1979,2019
455,"JA020","JA020",89.74,24.87,"Jamalpur","Madarganj",18,0.46,1979,2019
456,"MY073","MY073",90.8,24.48,"Kishoreganj","Kishoreganj Sadar",14.76,0.46,1979,2019
457,"KT024","KT024",88.84,23.76,"Chuadanga","Alamdanga",14.4,0.46,1976,2016
458,"FA041","FA041",89.61,23.77,"Rajbari","Rajbari Sadar",10.63,0.38,1979,2019
459,"JA018","JA018",90,25.05,"Sherpur","Sherpur Sadar",17.76,0.6,1979,2019
460,"CM061","CM061",90.67,23.15,"Chandpur","Chandpur Sadar",5.27,0.48,1979,2018
461,"FA046","FA046",89.79,23.44,"Faridpur","Nagarkanda",5.87,0.56,1979,2018
462,"RJ127","RJ127",88.61,24.8,"Naogaon","Niamatpur",15.27,0.45,1978,2018
463,"CT026","CT026",91.79,22.44,"Chittagong","Hathazari",6.48,0.61,1976,2016
464,"FA052","FA052",90.36,23.22,"Shariatpur","Palong",6.22,0.53,1979,2018
465,"FA051","FA051",89.92,23.27,"Gopalganj","Muksudpur",5.65,0.51,1979,2019
466,"RA-57","RA-57",89.45,25.39,"Gaibandha","Sadullapur",23.19,0.87,1977,2017
467,"FA056","FA056",89.9,23.04,"Gopalganj","Gopalganj Sadar",5.49,0.46,1979,2019
468,"CT037","CT037",91.99,22.37,"Chittagong","Boalkhali",6.84,0.46,1979,2018
469,"BA025","BA025",89.95,22.37,"Pirojpur","Mathbaria",3,0.58,1979,2019
470,"KH012","KH012",89.72,22.65,"Bagerhat","Bagerhat Sadar",2.97,0.46,1978,2017
471,"FA054","FA054",90.38,23.06,"Shariatpur","Gosairhat",5.52,0.61,1979,2019
472,"RJ132","RJ132",89,24.21,"Natore","Lalpur",15.96,0.45,1979,2018
473,"PA051","PA051",89.22,24.16,"Pabna","Atgharia",12.62,0.45,1979,2018
474,"FA057","FA057",89.72,23.41,"Faridpur","Boalmari",7.2,0.46,1979,2018
475,"RJ135","RJ135",88.12,24.76,"Nawabganj","Shibganj",23.67,0.45,1979,2018
476,"TA027","TA027",90.01,24.42,"Tangail","Ghatail",13.15,0.46,1978,2018
477,"JE052","JE052",89.31,23.71,"Jhenaidah","Shailkupa",11.89,0.76,1979,2018
478,"PA042","PA042",89.29,24.01,"Pabna","Pabna Sadar",13.3,0.41,1977,2017
479,"PA004_1","PA004",89.65,24.2,"Sirajganj","Shahjadpur",11.8,0.45,1967,2006
480,"JE051","JE051",89.3,23.71,"Jhenaidah","Shailkupa",11.48,0.46,1979,2018
481,"RA-62","RA-62",89.71,25.91,"Kurigram","Nageshwari",28.64,1.59,1978,2017
482,"BO021","BO021",89.64,24.94,"Bogra","Sariakandi",18.8,0.76,1978,2017
483,"CM060","CM060",90.85,23.39,"Chandpur","Kachua",6.34,0.48,1979,2018
484,"JE053","JE053",89.18,23.71,"Jhenaidah","Shailkupa",10.29,0.46,1979,2018
485,"RA-71","RA-71",89.68,25.85,"Kurigram","Kurigram Sadar",28.25,0.55,1979,2018
486,"CM013_1","CM013",91.29,23.28,"Comilla","Chauddagram",11.35,0.61,1973,2012
487,"KT043","KT043",88.98,23.71,"Chuadanga","Alamdanga",12.52,0.46,1979,2018
488,"BO006_1","BO006",89.26,24.98,"Bogra","Shibganj",19.91,0.53,1972,2012
489,"RA-65","RA-65",89.63,25.77,"Kurigram","Kurigram Sadar",28.13,0.38,1978,2017
490,"RJ133","RJ133",89.03,24.73,"Naogaon","Raninagar",14.18,0.45,1979,2018
491,"RA-66","RA-66",89.02,25.85,"Nilphamari","Kishoreganj",45.46,0.71,1979,2018
492,"FA055","FA055",90,23.1,"Gopalganj","Kotalipara",5.49,0.61,1979,2018
493,"RA-70","RA-70",89.52,25.84,"Lalmonirhat","Lalmonirhat Sadar",29.97,0.2,1979,2018
494,"BO016","BO016",89,24.81,"Bogra","Adamdighi",15.65,0.45,1977,2017
495,"CM016_1","CM016",90.66,23.28,"Chandpur","Chandpur Sadar",4.58,0.46,1975,2014
496,"PA053","PA053",89.71,24.57,"Sirajganj","Sirajganj Sadar",13.62,0.45,1979,2018
497,"RA-61","RA-61",89.33,25.56,"Rangpur","Mithapukur",29.3,0.18,1978,2017
498,"DI078","DI078",88.52,26.06,"Thakurgaon","Thakurgaon Sadar",56.86,0.36,1977,2017
499,"TA034","TA034",89.91,24.36,"Tangail","Kalihati",16,0.46,1979,2019
500,"SY075","SY075",91.63,25,"Sunamganj","Chhatak",11,0.45,1975,2014
501,"CM010","CM010",91.23,23.29,"Comilla","Chauddagram",8.62,0.53,1973,2012
502,"BO028","BO028",89.41,24.86,"Bogra","Bogra Sadar",17.35,0.45,1979,2018
503,"RA-73","RA-73",89.38,25.21,"Gaibandha","Gobindaganj",23.12,0.78,1979,2018
504,"BO025","BO025",89.32,25.06,"Bogra","Shibganj",20.58,0.55,1979,2018
505,"JA021","JA021",89.7,25.13,"Jamalpur","Islampur",20.73,0.53,1979,2018
506,"FA061","FA061",90.42,23.07,"Shariatpur","Gosairhat",6.95,0.46,1980,2019
507,"FA060","FA060",90.43,23.07,"Shariatpur","Gosairhat",5.13,0.46,1980,2019
508,"MY068_1","MY068",91.04,24.26,"Kishoreganj","Bajitpur",7.55,0.46,1979,2018
509,"TA028","TA028",90.12,24.61,"Tangail","Madhupur",23,0.46,1979,2018
510,"DH100","DH100",90.35,24.28,"Gazipur","Sreepur",16.53,0.46,1979,2017
511,"BO022","BO022",89.14,25.21,"Joypurhat","Panchbibi",23.52,0.36,1978,2017
512,"DI088","DI088",88.78,25.9,"Dinajpur","Khansama",48.5,0.34,1980,2018
513,"DI087","DI087",88.46,25.92,"Thakurgaon","Pirganj",44.08,0.61,1980,2018
514,"MY086","MY086",90.71,24.83,"Netrakona","Netrokona Sadar",11.63,0.6,1980,2018
515,"DH117","DH117",90.49,24.28,"Gazipur","Sreepur",18.81,0.46,1979,2017
516,"RJ136","RJ136",88.58,24.63,"Rajshahi","Tanore",18.51,0.45,1979,2018
517,"NA030","NA030",90.71,22.95,"Lakshmipur","Roypur",3.07,0.31,1980,2018
518,"SY105","SY105",91.24,24.88,"Sunamganj","Jamalganj",7.79,0.46,1979,2017
519,"DI092","DI092",88.17,25.93,"Thakurgaon","Haripur",37.06,0.4,1980,2018
520,"RA-69","RA-69",89.41,25.78,"Rangpur","Kaunia",31.67,0.86,1978,2017
521,"KH020","KH020",89.49,22.62,"Khulna","Dacope",3,0.46,1980,2018
522,"KH021","KH021",89.2,22.56,"Satkhira","Assasuni",3.02,0.46,1980,2018
523,"DI089","DI089",88.24,25.88,"Thakurgaon","Ranisankail",45.17,0.55,1980,2018
524,"PA057","PA057",89.69,24.45,"Sirajganj","Sirajganj Sadar",15.49,0.48,1980,2018
525,"PA056","PA056",89.68,24.53,"Sirajganj","Sirajganj Sadar",15.85,0.45,1980,2018
526,"PA054","PA054",89.71,24.29,"Sirajganj","Belkuchi",15,0.41,1980,2018
527,"BO031","BO031",89.63,24.79,"Bogra","Sariakandi",17.3,0.4,1980,2018
528,"RA-82","RA-82",89.24,26,"Lalmonirhat","Kaliganj",44.44,0.3,1980,2018
529,"JE057","JE057",89.3,22.88,"Jessore","Keshabpur",4.11,0.53,1980,2018
530,"RA-50","RA-50",89.1,25.88,"Nilphamari","Kishoreganj",43.12,0.75,1977,2015
531,"FA026","FA026",89.87,23.32,"Gopalganj","Muksudpur",5.62,0.51,1975,2014
532,"RA-78","RA-78",89.57,25.07,"Gaibandha","Saghatta",18.95,0.45,1979,2017
533,"KT050","KT050",88.84,23.71,"Chuadanga","Alamdanga",13.67,0.46,1979,2017
534,"RJ137","RJ137",89,24.61,"Naogaon","Atrai",14.93,0.37,1980,2018
535,"DI090","DI090",89.23,25.29,"Dinajpur","Ghoraghat",26.5,0.3,1980,2018
536,"PA058","PA058",89.4,24.45,"Sirajganj","Tarash",13.37,0.45,1980,2018
537,"RJ047_1","RJ047",88.6,24.88,"Naogaon","Niamatpur",27.33,0.46,1980,2018
538,"RA-74","RA-74",89.37,25.12,"Gaibandha","Gobindaganj",22.56,0.35,1979,2017
539,"BO033","BO033",89.45,24.87,"Bogra","Gabtali",16.67,0.4,1980,2018
540,"RA-84","RA-84",89.51,25.59,"Gaibandha","Sundarganj",25.27,0.3,1980,2018
541,"JE056","JE056",89.62,23.01,"Narail","Kalia",5.3,0.46,1980,2018
542,"FA045_0","FA045",89.92,23.46,"Faridpur","Nagarkanda",5.95,0.61,1979,2017
543,"FA063","FA063",89.35,23.7,"Rajbari","Pangsha",12.4,0.46,1980,2019
544,"FA062","FA062",89.83,23.04,"Gopalganj","Gopalganj Sadar",4.71,0.46,1980,2018
545,"RJ141","RJ141",88.86,25.12,"Naogaon","Dhamoirhat",22.59,0.45,1980,2018
546,"TA038","TA038",90,24.48,"Tangail","Ghatail",14.02,0.35,1981,2019
547,"RA-81","RA-81",89.74,25.6,"Kurigram","Chilmari",24.08,0.3,1980,2018
548,"CM065","CM065",91.15,23.51,"Comilla","Burichang",7.07,0.46,1981,2019
549,"KT044","KT044",88.83,23.98,"Kushtia","Daulatpur",17.72,0.45,1979,2017
550,"DH126","DH126",90.64,23.58,"Munshiganj","Gazaria",6.56,0.46,1981,2018
551,"DH127","DH127",90.96,24.02,"Narsingdi","Roypura",8.26,0.46,1981,2019
552,"CT034","CT034",92.07,22.07,"Chittagong","Satkania",19.78,0.46,1978,2015
553,"PA060","PA060",89.69,24.62,"Sirajganj","Kazipur",15.88,0.3,1980,2018
554,"CM012_2","CM012",91.24,23.96,"Brahamanbaria","Brahmanbaria Sadar",5.68,0.46,1981,2019
555,"RA-67","RA-67",89.2,25.95,"Lalmonirhat","Kaliganj",40.43,0.81,1979,2016
556,"DH125","DH125",89.97,23.74,"Manikganj","Harirampur",8.55,0.46,1980,2018
557,"BO029","BO029",89.12,24.98,"Joypurhat","Khetlal",20.85,0.45,1979,2017
558,"FA064","FA064",89.88,23.41,"Faridpur","Nagarkanda",4.63,0.46,1981,2018
559,"DI085","DI085",88.69,25.65,"Dinajpur","Dinajpur Sadar",35.33,0.45,1980,2018
560,"RJ144","RJ144",89.22,24.31,"Natore","Baraigram",14.25,0.6,1981,2018
561,"PA062","PA062",89.59,24.47,"Sirajganj","Royganj",14.39,0.45,1981,2018
562,"DH118","DH118",90.35,24.15,"Gazipur","Kaliakair",8.67,0.45,1979,2017
563,"TA036","TA036",90.11,24.51,"Tangail","Ghatail",11.24,0.46,1981,2018
564,"CM029_1","CM029",91.14,23.18,"Comilla","Laksam",5.31,0.31,1977,2014
565,"RJ048_2","RJ048",88.41,24.93,"Nawabganj","Gomastapur",29.66,0.3,1981,2018
566,"CM024_2","CM024",91.07,23.85,"Brahamanbaria","Nabinagar",5.44,0.46,1981,2019
567,"CM033_1","CM033",90.91,23.61,"Comilla","Muradnagar",4.59,0.46,1976,2013
568,"TA030","TA030",90.162,24.482,"Tangail","Ghatail",13.64,0.48,1979,2017
569,"BO030","BO030",89.12,24.77,"Bogra","Adamdighi",15.24,0.3,1980,2017
570,"JA015","JA015",90.05,24.84,"Jamalpur","Jamalpur Sadar",18,0.46,1982,2019
571,"RJ087_1_0","RJ087",88.3,24.8,"Nawabganj","Gomastapur",27.89,0.45,1967,2004
572,"JA024","JA024",89.93,24.9,"Jamalpur","Jamalpur Sadar",16.67,0.5,1980,2016
573,"MY080_1","MY080",90.44,24.37,"Mymensingh","Bhaluka",15.54,0.38,1976,2013
574,"FA021_2","FA021",90.2,23.37,"Madaripur","Shibchar",4.64,0.46,1982,2019
575,"NA012_1","NA012",90.93,22.91,"Lakshmipur","Lakshmipur Sadar",4.19,0.61,1976,2013
576,"PA061","PA061",89.7,23.82,"Pabna","Bera",11.28,0.45,1982,2018
577,"RJ022_1","RJ022",89.07,24.69,"Naogaon","Raninagar",15.26,0.45,1982,2018
578,"BA011_2","BA011",90.52,22.96,"Barisal","Hizla",3.78,0.71,1982,2019
579,"PA044_0","PA044",89.23,23.99,"Pabna","Pabna Sadar",12.91,0.45,1977,2014
580,"BA014_0","BA014",90.24,22.93,"Barisal","Gaurnadi",4,0.46,1977,2013
